"Quadrat","Date","Tag","Species","DBH","local_x","local_y","Code","stake_x","stake_y","global_x","global_y","Scientific Name","Common Name","Family","Type","Shirt","global_y_neg","global_x_neg"
"0103",2021-07-06,"00079","TSUCAN",7.4,1.588,0.512,NA,20,60,21.588,60.512,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-60.512,-21.588
"0103",2021-07-06,"00080","TSUCAN",8.1,3.878,2.991,NA,20,60,23.878,62.991,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-62.991,-23.878
"0103",2021-07-06,"00081","TSUCAN",16.8,1.615,3.329,NA,20,60,21.615,63.329,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-63.329,-21.615
"0103",2021-07-06,"00092","TSUCAN",6.8,1.951,7.047,NA,20,60,21.951,67.047,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-67.047,-21.951
"0103",2021-07-06,"00093","TSUCAN",13.3,1.979,8.681,NA,20,60,21.979,68.681,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-68.681,-21.979
"0103",2021-07-06,"00094","BETALL",19,8.599,8.258,NA,20,60,28.599,68.258,"Betula alleghaniensis","Yellow Birch/ Silver Birch","Betulaceae","Deciduous","Betula alleghaniensis",-68.258,-28.599
"0103",2021-07-06,"00095","ACESAC",52.4,8.291,3.441,NA,20,60,28.291,63.441,"Acer saccharum","Sugar Maple","Sapindaceae","Deciduous","Acer saccharum",-63.441,-28.291
"0103",2021-07-06,"00096","TSUCAN",10.2,1.615,11.808,NA,20,60,21.615,71.808,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-71.808,-21.615
"0103",2021-07-06,"00097","TSUCAN",53.3,1.057,18.089,NA,20,60,21.057,78.089,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-78.089,-21.057
"0103",2021-07-06,"00098","TSUCAN",23,6.783,18.455,NA,20,60,26.783,78.455,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-78.455,-26.783
"0103",2021-07-06,"00099","TSUCAN",18,7.537,18.484,NA,20,60,27.537,78.484,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-78.484,-27.537
"0103",2021-07-06,"00100","TSUCAN",21.5,7.314,18.793,NA,20,60,27.314,78.793,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-78.793,-27.314
"0103",2021-07-06,"00200","TSUCAN",5.5,7.877,0.648,NA,20,60,27.877,60.648,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-60.648,-27.877
"0103",2021-07-06,"00301","TSUCAN",15.9,7.007,18.793,NA,20,60,27.007,78.793,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-78.793,-27.007
"0103",2021-07-06,"00302","TSUCAN",29.4,6.252,14.455,NA,20,60,26.252,74.455,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-74.455,-26.252
"0104",2021-07-06,"00303","TSUCAN",38.1,2.882,2.443,NA,20,80,22.882,82.443,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-82.443,-22.882
"0104",2021-07-06,"00304","TSUCAN",47.5,1.377,6.88,NA,20,80,21.377,86.88,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-86.88,-21.377
"0104",2021-07-06,"00305","TSUCAN",23.5,1.613,7.618,NA,20,80,21.613,87.618,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-87.618,-21.613
"0104",2021-07-06,"00306","TSUCAN",24.9,2.495,6.937,NA,20,80,22.495,86.937,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-86.937,-22.495
"0104",2021-07-06,"00307","TSUCAN",15.5,9.407,4.55,NA,20,80,29.407,84.55,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-84.55,-29.407
"0104",2021-07-06,"00308","BETALL",33,8.113,2.221,NA,20,80,28.113,82.221,"Betula alleghaniensis","Yellow Birch/ Silver Birch","Betulaceae","Deciduous","Betula alleghaniensis",-82.221,-28.113
"0104",2021-07-06,"00309","TSUCAN",23.5,0.26,18.016,NA,20,80,20.26,98.016,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-98.016,-20.26
"0104",2021-07-06,"00310","TSUCAN",43,6.76,17.306,NA,20,80,26.76,97.306,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-97.306,-26.76
"0104",2021-07-06,"00311","TSUCAN",43.7,5.701,14.976,"M",20,80,25.701,94.976,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-94.976,-25.701
"0104",2021-07-06,"00311-2","TSUCAN",34.6,5.701,14.976,NA,20,80,25.701,94.976,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-94.976,-25.701
"0104",2021-07-06,"00312","TSUCAN",34.3,6.583,11.113,NA,20,80,26.583,91.113,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-91.113,-26.583
"0104",2021-07-06,"00313","TSUCAN",9,13.789,15.573,NA,20,80,33.789,95.573,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-95.573,-33.789
"0104",2021-07-06,"00314","TSUCAN",6.4,12.73,16.51,NA,20,80,32.73,96.51,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-96.51,-32.73
"0104",2021-07-06,"00315","CARCAR",11,13.73,13.812,NA,20,80,33.73,93.812,"Carpinus caroliniana","Musclewood","Betulaceae","Deciduous","Carpinus caroliniana",-93.812,-33.73
"0104",2021-07-06,"00316","TSUCAN",30.8,12.583,4.721,NA,20,80,32.583,84.721,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-84.721,-32.583
"0104",2021-07-06,"00317","TSUCAN",31.3,10.319,4.238,"M",20,80,30.319,84.238,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-84.238,-30.319
"0104",2021-07-06,"00317-2","TSUCAN",33.4,10.319,4.238,NA,20,80,30.319,84.238,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-84.238,-30.319
"0104",2021-07-06,"00318","TSUCAN",26.2,11.642,9.806,NA,20,80,31.642,89.806,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-89.806,-31.642
"0104",2021-07-06,"00319","BETALL",41.4,17.789,9.493,NA,20,80,37.789,89.493,"Betula alleghaniensis","Yellow Birch/ Silver Birch","Betulaceae","Deciduous","Betula alleghaniensis",-89.493,-37.789
"0104",2021-07-06,"00320","BETALL",10.6,17.289,7.505,NA,20,80,37.289,87.505,"Betula alleghaniensis","Yellow Birch/ Silver Birch","Betulaceae","Deciduous","Betula alleghaniensis",-87.505,-37.289
"0104",2021-07-06,"00321","TSUCAN",9.2,19.142,9.38,NA,20,80,39.142,89.38,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-89.38,-39.142
"0104",2021-07-06,"03873","TSUCAN",34.7,0,3.5,NA,20,80,20,83.5,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-83.5,-20
"0203",2021-07-06,"00344","TSUCAN",22.7,1.95,8.94,NA,40,60,41.95,68.94,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-68.94,-41.95
"0203",2021-07-06,"00345","TSUCAN",2,7.65,6.94,"M",40,60,47.65,66.94,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-66.94,-47.65
"0203",2021-07-06,"00345-2","TSUCAN",15.6,7.65,6.94,NA,40,60,47.65,66.94,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-66.94,-47.65
"0203",2021-07-06,"00346","TSUCAN",44.6,2.83,3.67,NA,40,60,42.83,63.67,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-63.67,-42.83
"0203",2021-07-06,"00347","TSUCAN",13.6,1.88,1.23,NA,40,60,41.88,61.23,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-61.23,-41.88
"0203",2021-07-06,"00348","TSUCAN",8.5,1.09,11.72,NA,40,60,41.09,71.72,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-71.72,-41.09
"0203",2021-07-06,"00349","ACESAC",55,3.296,13.866,NA,40,60,43.296,73.866,"Acer saccharum","Sugar Maple","Sapindaceae","Deciduous","Acer saccharum",-73.866,-43.296
"0203",2021-07-06,"00350","TSUCAN",8.7,2.075,15.219,NA,40,60,42.075,75.219,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-75.219,-42.075
"0203",2021-07-06,"00351","FRAAME",40.6,0.821,17.067,NA,40,60,40.821,77.067,"Fraxinus americana","White Ash","Oleaceae","Deciduous","Fraxinus americana",-77.067,-40.821
"0203",2021-07-06,"00352","TSUCAN",17.5,1.745,19.08,NA,40,60,41.745,79.08,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-79.08,-41.745
"0203",2021-07-06,"00353","FRAAME",35.2,5.045,15.45,NA,40,60,45.045,75.45,"Fraxinus americana","White Ash","Oleaceae","Deciduous","Fraxinus americana",-75.45,-45.045
"0203",2021-07-06,"00354","CARCAR",2.5,6.564,16.737,NA,40,60,46.564,76.737,"Carpinus caroliniana","Musclewood","Betulaceae","Deciduous","Carpinus caroliniana",-76.737,-46.564
"0203",2021-07-06,"00355","CARCAR",3,5.045,15.78,NA,40,60,45.045,75.78,"Carpinus caroliniana","Musclewood","Betulaceae","Deciduous","Carpinus caroliniana",-75.78,-45.045
"0203",2021-07-06,"00356","ACESAC",27.8,6.795,18.156,NA,40,60,46.795,78.156,"Acer saccharum","Sugar Maple","Sapindaceae","Deciduous","Acer saccharum",-78.156,-46.795
"0203",2021-07-06,"00357","TSUCAN",8,7.521,15.054,NA,40,60,47.521,75.054,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-75.054,-47.521
"0203",2021-07-06,"00358","ACESAC",52.3,14.95,18.812,NA,40,60,54.95,78.812,"Acer saccharum","Sugar Maple","Sapindaceae","Deciduous","Acer saccharum",-78.812,-54.95
"0203",2021-07-06,"00359","TSUCAN",11.3,17.125,18.222,NA,40,60,57.125,78.222,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-78.222,-57.125
"0203",2021-07-06,"00360","TSUCAN",24.9,13.494,15.417,NA,40,60,53.494,75.417,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-75.417,-53.494
"0203",2021-07-06,"00361","TSUCAN",16.6,13.329,10.499,NA,40,60,53.329,70.499,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-70.499,-53.329
"0203",2021-07-06,"00362","TSUCAN",7.3,18.548,0.858,NA,40,60,58.548,60.858,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-60.858,-58.548
"0203",2021-07-06,"00363","TSUCAN",6.5,15.606,3.833,NA,40,60,55.606,63.833,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-63.833,-55.606
"0203",2021-07-06,"00364","TSUCAN",9.7,12.141,1.456,NA,40,60,52.141,61.456,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-61.456,-52.141
"0203",2021-07-06,"00365","TSUCAN",14.8,11.382,2.182,NA,40,60,51.382,62.182,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-62.182,-51.382
"0203",2021-07-06,"00366","TSUCAN",9.2,12.768,3.403,NA,40,60,52.768,63.403,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-63.403,-52.768
"0203",2021-07-06,"00367","TSUCAN",5.7,13.527,5.351,NA,40,60,53.527,65.351,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-65.351,-53.527
"0203",2021-07-06,"00368","TSUCAN",4,15.342,6.968,NA,40,60,55.342,66.968,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-66.968,-55.342
"0203",2021-07-06,"00369","ACESAC",39.9,13.197,9.344,NA,40,60,53.197,69.344,"Acer saccharum","Sugar Maple","Sapindaceae","Deciduous","Acer saccharum",-69.344,-53.197
"0203",2021-07-06,"00370","BETALL",29,11.25,9.509,NA,40,60,51.25,69.509,"Betula alleghaniensis","Yellow Birch/ Silver Birch","Betulaceae","Deciduous","Betula alleghaniensis",-69.509,-51.25
"0301",2021-07-09,"00816","FAGGRA",4.3,7.24,19.276,"NB",60,20,67.24,39.276,"Fagus grandifolia","Beech","Fagaceae","Deciduous","Fagus grandifolia",-39.276,-67.24
"0301",2021-07-09,"00816-2","FAGGRA",3.3,7.24,19.276,"NB",60,20,67.24,39.276,"Fagus grandifolia","Beech","Fagaceae","Deciduous","Fagus grandifolia",-39.276,-67.24
"0301",2021-07-09,"00817","TSUCAN",14.9,8.88,19.428,NA,60,20,68.88,39.428,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-39.428,-68.88
"0301",2021-07-09,"00818","TSUCAN",30.2,8.925,15.643,NA,60,20,68.925,35.643,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-35.643,-68.925
"0301",2021-07-09,"00819","BETALL",21.6,9.219,16.367,NA,60,20,69.219,36.367,"Betula alleghaniensis","Yellow Birch/ Silver Birch","Betulaceae","Deciduous","Betula alleghaniensis",-36.367,-69.219
"0301",2021-07-09,"00820","TSUCAN",5.9,6.414,16.157,NA,60,20,66.414,36.157,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-36.157,-66.414
"0301",2021-07-09,"00821","TSUCAN",13.6,1.505,15.105,NA,60,20,61.505,35.105,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-35.105,-61.505
"0301",2021-07-09,"00822","TSUCAN",8.6,2.206,12.021,NA,60,20,62.206,32.021,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-32.021,-62.206
"0301",2021-07-09,"00823","TSUCAN",8,6.007,12.839,NA,60,20,66.007,32.839,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-32.839,-66.007
"0301",2021-07-09,"00824","ACERUB",48.2,6.64,9.871,NA,60,20,66.64,29.871,"Acer rubrum","Red Maple","Sapindaceae","Deciduous","Acer rubrum",-29.871,-66.64
"0301",2021-07-09,"00825","BETALL",18.6,8.586,10.643,NA,60,20,68.586,30.643,"Betula alleghaniensis","Yellow Birch/ Silver Birch","Betulaceae","Deciduous","Betula alleghaniensis",-30.643,-68.586
"0301",2021-07-09,"00826","TSUCAN",31.8,17.025,15.713,NA,60,20,77.025,35.713,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-35.713,-77.025
"0301",2021-07-09,"00827","TSUCAN",9,16.007,15.9,NA,60,20,76.007,35.9,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-35.9,-76.007
"0301",2021-07-09,"00828","TSUCAN",5.1,18.971,20.129,NA,60,20,78.971,40.129,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-40.129,-78.971
"0301",2021-07-09,"00829","FAGGRA",6,14.966,18.143,"B",60,20,74.966,38.143,"Fagus grandifolia","Beech","Fagaceae","Deciduous","Fagus grandifolia",-38.143,-74.966
"0301",2021-07-09,"00830","TSUCAN",4,15.011,18.727,NA,60,20,75.011,38.727,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-38.727,-75.011
"0301",2021-07-09,"00831","FAGGRA",2.4,14.491,16.414,"B",60,20,74.491,36.414,"Fagus grandifolia","Beech","Fagaceae","Deciduous","Fagus grandifolia",-36.414,-74.491
"0301",2021-07-09,"00832","TSUCAN",9.8,12.115,16.811,NA,60,20,72.115,36.811,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-36.811,-72.115
"0301",2021-07-09,"00833","TSUCAN",15.4,11.934,15.362,NA,60,20,71.934,35.362,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-35.362,-71.934
"0301",2021-07-09,"00834","FAGGRA",2.5,13.224,13.096,"B",60,20,73.224,33.096,"Fagus grandifolia","Beech","Fagaceae","Deciduous","Fagus grandifolia",-33.096,-73.224
"0301",2021-07-09,"00835","FRAAME",38.6,15.215,11.53,NA,60,20,75.215,31.53,"Fraxinus americana","White Ash","Oleaceae","Deciduous","Fraxinus americana",-31.53,-75.215
"0301",2021-07-09,"00836","TSUCAN",18.2,15.803,10.713,NA,60,20,75.803,30.713,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-30.713,-75.803
"0301",2021-07-09,"00837","TSUCAN",13.2,18.744,10.876,NA,60,20,78.744,30.876,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-30.876,-78.744
"0301",2021-07-09,"00838","TSUCAN",25.2,17.025,6.203,NA,60,20,77.025,26.203,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-26.203,-77.025
"0301",2021-07-09,"00839","QUERUB",48.9,17.636,6.881,NA,60,20,77.636,26.881,"Quercus rubra","Red oak","Fagaceae","Deciduous","Quercus rubra",-26.881,-77.636
"0301",2021-07-09,"00840","BETALL",12.7,15.6,3.657,NA,60,20,75.6,23.657,"Betula alleghaniensis","Yellow Birch/ Silver Birch","Betulaceae","Deciduous","Betula alleghaniensis",-23.657,-75.6
"0301",2021-07-09,"00841","FRAAME",37.7,12.002,1.437,NA,60,20,72.002,21.437,"Fraxinus americana","White Ash","Oleaceae","Deciduous","Fraxinus americana",-21.437,-72.002
"0301",2021-07-09,"00842","TSUCAN",14.9,17.387,0.572,NA,60,20,77.387,20.572,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-20.572,-77.387
"0301",2021-07-09,"00843","BETALL",30.7,18.02,0.876,NA,60,20,78.02,20.876,"Betula alleghaniensis","Yellow Birch/ Silver Birch","Betulaceae","Deciduous","Betula alleghaniensis",-20.876,-78.02
"0301",2021-07-09,"00844","TSUCAN",8.9,17.93,1.577,NA,60,20,77.93,21.577,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-21.577,-77.93
"0301",2021-07-09,"00845","TSUCAN",11.2,13.292,5.409,NA,60,20,73.292,25.409,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-25.409,-73.292
"0301",2021-07-09,"00846","BETALL",14.5,13.066,5.9,NA,60,20,73.066,25.9,"Betula alleghaniensis","Yellow Birch/ Silver Birch","Betulaceae","Deciduous","Betula alleghaniensis",-25.9,-73.066
"0301",2021-07-09,"00847","TSUCAN",13.1,0.419,3.797,NA,60,20,60.419,23.797,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-23.797,-60.419
"0301",2021-07-09,"00848","PINSTR",78,1.007,4.077,NA,60,20,61.007,24.077,"Pinus strobus","White Pine","Pinaceae","Conifer","Pinus strobus",-24.077,-61.007
"0301",2021-07-09,"00849","TSUCAN",8.1,3.541,4.03,NA,60,20,63.541,24.03,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-24.03,-63.541
"0301",2021-07-09,"00850","TSUCAN",7.4,5.871,7.114,NA,60,20,65.871,27.114,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-27.114,-65.871
"0301",2021-07-09,"00851","TSUCAN",14.1,6.618,7.675,NA,60,20,66.618,27.675,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-27.675,-66.618
"0301",2021-07-09,"00852","TSUCAN",16.6,9.627,10.012,NA,60,20,69.627,30.012,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-30.012,-69.627
"0301",2021-07-09,"00853","TSUCAN",17.2,9.378,9.054,NA,60,20,69.378,29.054,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-29.054,-69.378
"0301",2021-07-09,"00854","ACERUB",14.3,7.726,7.769,NA,60,20,67.726,27.769,"Acer rubrum","Red Maple","Sapindaceae","Deciduous","Acer rubrum",-27.769,-67.726
"0301",2021-07-09,"00855","TSUCAN",9.7,7.681,6.484,NA,60,20,67.681,26.484,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-26.484,-67.681
"0301",2021-07-09,"00856","TSUCAN",9.6,6.663,4.03,NA,60,20,66.663,24.03,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-24.03,-66.663
"0301",2021-07-09,"00857","TSUCAN",7.9,9.219,1.857,NA,60,20,69.219,21.857,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-21.857,-69.219
"0301",2021-07-09,"00858","TSUCAN",9.5,8.812,3.75,NA,60,20,68.812,23.75,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-23.75,-68.812
"0502",2021-07-12,"01211","TSUCAN",9.5,3.942,5.078,NA,100,40,103.942,45.078,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-45.078,-103.942
"0502",2021-07-12,"01212","TSUCAN",8.9,3.382,5.056,NA,100,40,103.382,45.056,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-45.056,-103.382
"0502",2021-07-12,"01213","TSUCAN",29,8.117,7.869,NA,100,40,108.117,47.869,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-47.869,-108.117
"0502",2021-07-12,"01214","TSUCAN",8.4,9.705,8.78,NA,100,40,109.705,48.78,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-48.78,-109.705
"0502",2021-07-12,"01215","TSUCAN",49.8,4.599,12.582,NA,100,40,104.599,52.582,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-52.582,-104.599
"0502",2021-07-12,"01216","TSUCAN",14,1.874,15.03,NA,100,40,101.874,55.03,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-55.03,-101.874
"0502",2021-07-12,"01217","TSUCAN",46,12.218,12.99,NA,100,40,112.218,52.99,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-52.99,-112.218
"0502",2021-07-12,"01218","TSUCAN",43.7,14.546,17.183,NA,100,40,114.546,57.183,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-57.183,-114.546
"0502",2021-07-12,"01219","TSUCAN",7.9,11.874,2.27,NA,100,40,111.874,42.27,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-42.27,-111.874
"0502",2021-07-12,"01220","TSUCAN",34.7,10.392,1.359,NA,100,40,110.392,41.359,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-41.359,-110.392
"0502",2021-07-12,"01221","QUERUB",48,10.34,2.01,NA,100,40,110.34,42.01,"Quercus rubra","Red oak","Fagaceae","Deciduous","Quercus rubra",-42.01,-110.34
"0502",2021-07-12,"01222","ACEPEN",3.5,16.953,2.53,NA,100,40,116.953,42.53,"Acer pensylvanicum","Striped maple","Sapindaceae","Deciduous","Acer pensylvanicum",-42.53,-116.953
"0502",2021-07-12,"01223","TSUCAN",9.3,19.175,0.525,NA,100,40,119.175,40.525,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-40.525,-119.175
"0502",2021-07-12,"01224","FRAAME",31.6,18.302,1.957,NA,100,40,118.302,41.957,"Fraxinus americana","White Ash","Oleaceae","Deciduous","Fraxinus americana",-41.957,-118.302
"0502",2021-07-12,"01225","TSUCAN",12.4,15.657,0.161,NA,100,40,115.657,40.161,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-40.161,-115.657
"0502",2021-07-12,"01226","QUERUB",50.1,14.705,0.239,NA,100,40,114.705,40.239,"Quercus rubra","Red oak","Fagaceae","Deciduous","Quercus rubra",-40.239,-114.705
"0502",2021-07-12,"01227","QUERUB",62,14.678,0.525,NA,100,40,114.678,40.525,"Quercus rubra","Red oak","Fagaceae","Deciduous","Quercus rubra",-40.525,-114.678
"0502",2021-07-12,"01228","ACESAC",15.5,12.377,1.827,NA,100,40,112.377,41.827,"Acer saccharum","Sugar Maple","Sapindaceae","Deciduous","Acer saccharum",-41.827,-112.377
"0501",2021-07-12,"00975","QUERUB",37.7,2.5,3.135,NA,100,20,102.5,23.135,"Quercus rubra","Red oak","Fagaceae","Deciduous","Quercus rubra",-23.135,-102.5
"0501",2021-07-12,"00976","TSUCAN",32.4,4.551,5.046,NA,100,20,104.551,25.046,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-25.046,-104.551
"0501",2021-07-12,"00977","FRAAME",43.9,2.633,4.762,NA,100,20,102.633,24.762,"Fraxinus americana","White Ash","Oleaceae","Deciduous","Fraxinus americana",-24.762,-102.633
"0501",2021-07-12,"00978","TSUCAN",28.6,3.181,7.538,NA,100,20,103.181,27.538,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-27.538,-103.181
"0501",2021-07-12,"00979","TSUCAN",11.6,4.174,8.441,NA,100,20,104.174,28.441,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-28.441,-104.174
"0501",2021-07-12,"00980","TSUCAN",13.2,5.509,7.939,NA,100,20,105.509,27.939,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-27.939,-105.509
"0501",2021-07-12,"00981","ACESAC",31,5.338,8.574,NA,100,20,105.338,28.574,"Acer saccharum","Sugar Maple","Sapindaceae","Deciduous","Acer saccharum",-28.574,-105.338
"0501",2021-07-12,"00982","TSUCAN",18.8,8.557,4.594,NA,100,20,108.557,24.594,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-24.594,-108.557
"0501",2021-07-12,"00983","BETPAP",30.5,4.551,2.086,NA,100,20,104.551,22.086,"Betula papyrifera","Paper Birch","Betulaceae","Deciduous","Betula papyrifera",-22.086,-104.551
"0501",2021-07-12,"00984","BETPAP",37.8,1.366,0.982,NA,100,20,101.366,20.982,"Betula papyrifera","Paper Birch","Betulaceae","Deciduous","Betula papyrifera",-20.982,-101.366
"0501",2021-07-12,"00985","TSUCAN",58.3,1.811,12.094,NA,100,20,101.811,32.094,"Tsuga candanensis","Eastern hemlock","Pinaceae","Conifer","Tsuga candanensis",-32.094,-101.811
